iter	Passed	Remaining
1267	30613	41815
1268	30636	41790
1269	30666	41773
1270	30691	41750
1271	30719	41732
1272	30761	41732
1273	30802	41731
1274	30853	41742
1275	30885	41729
1276	30915	41712
1277	30942	41692
1278	30972	41675
1279	31007	41665
1280	31041	41655
1281	31075	41644
1282	31098	41618
1283	31128	41601
1284	31168	41598
1285	31201	41585
1286	31229	41566
1287	31269	41562
1288	31302	41550
1289	31325	41524
1290	31350	41501
1291	31380	41484
1292	31404	41460
1293	31432	41440
1294	31455	41414
1295	31500	41417
1296	31531	41402
1297	31561	41385
1298	31593	41371
1299	31624	41355
1300	31651	41333
1301	31683	41319
1302	31714	41304
1303	31752	41298
1304	31785	41285
1305	31806	41256
1306	31840	41244
1307	31865	41220
1308	31904	41215
1309	31935	41198
1310	31964	41181
1311	31994	41163
1312	32035	41160
1313	32074	41154
1314	32106	41139
1315	32134	41120
1316	32166	41105
1317	32194	41085
1318	32229	41074
1319	32261	41059
1320	32292	41043
1321	32320	41023
1322	32344	40999
1323	32375	40982
1324	32402	40962
1325	32427	40937
1326	32452	40914
1327	32484	40898
1328	32517	40885
1329	32541	40860
1330	32568	40838
1331	32588	40809
1332	32611	40782
1333	32634	40756
1334	32663	40737
1335	32689	40714
1336	32708	40683
1337	32726	40650
1338	32748	40623
1339	32771	40597
1340	32792	40568
1341	32809	40535
1342	32825	40500
1343	32844	40469
1344	32868	40444
1345	32890	40416
1346	32914	40392
1347	32931	40358
1348	32957	40335
1349	32982	40312
1350	33008	40289
1351	33030	40261
1352	33048	40229
1353	33068	40200
1354	33091	40174
1355	33113	40146
1356	33139	40123
1357	33157	40091
1358	33173	40057
1359	33193	40027
1360	33218	40003
1361	33238	39973
1362	33264	39951
1363	33284	39921
1364	33308	39896
1365	33328	39867
1366	33355	39846
1367	33385	39828
1368	33413	39808
1369	33434	39779
1370	33455	39751
1371	33475	39721
1372	33498	39695
1373	33523	39672
1374	33549	39648
1375	33575	39626
1376	33601	39603
1377	33626	39580
1378	33647	39551
1379	33667	39522
