iter	Logloss
212	0.5292940211
213	0.52919951
214	0.5289755597
215	0.5288437851
216	0.5287485476
217	0.5285318819
218	0.52845714
219	0.52834859
220	0.5282173747
221	0.5280171272
222	0.5279280818
223	0.5277935558
224	0.5276941577
225	0.5274357788
226	0.5272885099
227	0.5272226628
228	0.5271747201
229	0.5270223841
230	0.5268871168
231	0.5268078508
232	0.5265713975
233	0.5264760621
234	0.5262848339
235	0.5260944395
236	0.5259922905
237	0.525901067
238	0.5257517396
239	0.525553759
240	0.5253924098
241	0.5252881698
242	0.5251188827
243	0.524954595
244	0.5247574768
245	0.5246165704
246	0.5244628056
247	0.5244102322
248	0.5242901886
249	0.5242194492
250	0.5240265449
251	0.5239903817
252	0.5238085348
253	0.5237304787
254	0.5236706379
255	0.5235019321
256	0.5233786302
257	0.5233122529
258	0.5231695116
259	0.5230002343
260	0.5228591209
261	0.5227745399
262	0.5226355669
263	0.5226041585
264	0.5224142312
265	0.5223373215
266	0.5222713671
267	0.522106283
268	0.521976342
269	0.521887982
270	0.5217725337
271	0.521716125
272	0.5215852379
273	0.5214304022
274	0.5213798391
275	0.5213488518
276	0.5212444958
277	0.5211722683
278	0.5210959272
279	0.5210329141
280	0.5209737417
281	0.5208665274
282	0.5207806139
283	0.520694611
284	0.5204881516
285	0.5204454289
286	0.5202128227
287	0.5200756651
288	0.5199215222
289	0.5197920671
290	0.5196539338
291	0.5195320228
292	0.5194591856
293	0.5193522129
294	0.5191909289
295	0.5190775494
296	0.5190122622
297	0.5189545227
298	0.5188317675
299	0.5186940568
300	0.5185266609
301	0.5184173603
302	0.5183018581
303	0.5182211398
304	0.5181270981
305	0.517936198
306	0.5178039218
307	0.5177295225
308	0.5175275249
309	0.5174897061
310	0.517368182
311	0.517311439
312	0.517159276
313	0.5170979999
314	0.5169501726
315	0.5168915343
316	0.5168091869
317	0.5167291123
318	0.5166216792
319	0.5164177306
320	0.516325637
321	0.51623197
322	0.5160811814
323	0.516021666
324	0.515950191
325	0.5157333129
326	0.5155479933
327	0.5154446114
328	0.5153768836
329	0.5153339373
330	0.5152357016
331	0.5151050553
332	0.5150692442
333	0.5149858888
334	0.5148532512
335	0.5147826472
336	0.514751883
337	0.5146568808
338	0.5144699142
339	0.5143689026
340	0.5142805458
341	0.5142026105
342	0.5140750128
343	0.5139396097
344	0.5138539141
345	0.5137433285
346	0.5136440072
347	0.5134620493
348	0.5133823596
349	0.5132485121
350	0.5132087361
351	0.5131473871
352	0.513066894
353	0.5129421813
354	0.5128596287
355	0.5127777763
356	0.5127050752
357	0.5125993862
358	0.5125558245
359	0.512483148
360	0.5124133344
361	0.5123010128
362	0.51216803
363	0.512076689
364	0.5119469266
365	0.5118817088
366	0.5117580433
367	0.5116457416
368	0.5115965077
369	0.5115139362
370	0.5114645003
371	0.5112701944
372	0.5111604439
373	0.5110867143
374	0.5109843191
375	0.5109268937
376	0.5108143971
377	0.5106978979
378	0.5106011603
379	0.5105172471
380	0.5103781351
381	0.5103272369
382	0.5101971195
383	0.5101758941
384	0.5100923319
385	0.5099469498
386	0.5098373745
387	0.5097890721
388	0.5096603197
389	0.5094665601
390	0.5093911956
391	0.5093002789
392	0.5091573475
393	0.5090836865
394	0.5089910286
395	0.5089396683
396	0.5088623883
397	0.5087791023
398	0.5086430141
399	0.5085809812
400	0.5084681788
401	0.5084058335
402	0.508352061
403	0.5082396641
404	0.5081618252
405	0.5080591195
406	0.5078959463
407	0.5078436931
408	0.5076967407
409	0.5075802807
410	0.5074524741
411	0.5073831001
412	0.5072286347
413	0.5071309122
414	0.5070648823
415	0.5069323392
416	0.5068671596
417	0.506753728
418	0.50669464
419	0.5066199514
420	0.5065010737
421	0.5064224291
422	0.506282482
423	0.5062096869
424	0.506159259
425	0.5061147704
426	0.5059693612
427	0.5059018244
428	0.5058369128
429	0.5056476839
430	0.5056044746
431	0.5055754713
432	0.5054989598
433	0.5054476359
434	0.5053500582
435	0.5052308558
436	0.5051018607
437	0.5050321249
438	0.5049953
439	0.5049307137
440	0.5048014373
441	0.5047418907
442	0.5046546034
443	0.5045837312
444	0.5044898643
445	0.5044182691
446	0.5043225057
447	0.5042549991
448	0.5041924293
449	0.5040653473
450	0.5040396038
451	0.5039265314
452	0.5037797791
453	0.5037341374
454	0.5036336204
455	0.5035468681
456	0.5034431151
457	0.5033236173
458	0.5032039468
459	0.5030984253
460	0.5029701167
461	0.5029268922
462	0.5028724583
463	0.5028068945
464	0.5027976922
465	0.502731234
466	0.5026548481
467	0.5025863459
468	0.502548121
469	0.5024510331
470	0.5023111414
471	0.5022654896
472	0.5020914283
473	0.5020404876
474	0.5019249114
475	0.5018735382
476	0.5018284401
477	0.5017819066
478	0.501660943
479	0.50158854
480	0.501422497
481	0.5013356908
482	0.5011748511
483	0.5010909742
484	0.5009483855
485	0.5008716505
486	0.5007348275
487	0.5006637917
488	0.5005229212
489	0.5003939569
490	0.5003312877
491	0.5002677932
492	0.5001750367
493	0.5000904495
494	0.4999968909
495	0.4999408458
496	0.4998618746
497	0.4998223431
498	0.4997345463
499	0.4996043381
500	0.4995497933
501	0.4994874384
502	0.4994372274
503	0.4993863894
504	0.4992707199
505	0.4991727199
506	0.499078966
507	0.4989476998
508	0.4988724882
509	0.4988175905
510	0.4987485563
511	0.4987012307
512	0.4986150743
513	0.4984776661
514	0.4983979638
515	0.4982914342
516	0.4981790664
517	0.4980115597
518	0.4978408005
519	0.4977339981
520	0.4976938452
521	0.4975513829
522	0.4974930881
523	0.4972477403
524	0.4971401878
525	0.4970690013
526	0.496958331
527	0.4969082713
528	0.4968548386
529	0.4967028196
530	0.4965589206
531	0.4964637946
532	0.4964262528
533	0.4963787105
534	0.4963431849
535	0.4963040265
536	0.4962433097
537	0.4961751784
538	0.4960870879
539	0.4959392616
540	0.4958431375
541	0.4957913436
542	0.4957524971
543	0.4957015268
544	0.4956267814
545	0.4955568181
546	0.4954815964
547	0.4954368186
548	0.4953639531
549	0.4952667874
550	0.4952023556
551	0.4951119403
552	0.4950585929
553	0.494984074
554	0.4947213669
555	0.4946795018
556	0.494621477
557	0.4945232699
558	0.4944824317
559	0.4943320574
560	0.4942643716
561	0.4942591705
562	0.4942024589
563	0.4941260638
564	0.4940093454
565	0.4939090086
566	0.4938804069
567	0.4937923038
568	0.4937436806
569	0.493671297
570	0.4934923599
571	0.4933950891
572	0.4933534953
573	0.4932869223
574	0.4932678268
575	0.4931886474
576	0.4931274063
577	0.4930633782
578	0.4930404719
579	0.4929812217
580	0.4929038536
581	0.4928006517
582	0.4927093029
583	0.4926470284
584	0.4925320567
585	0.4924724527
586	0.4923913032
587	0.4923564517
588	0.492233915
589	0.4921449127
590	0.4920795704
591	0.4919806489
592	0.4919539269
593	0.4918566403
594	0.4917780197
595	0.4917046013
596	0.4916066305
597	0.491497305
598	0.491417183
599	0.4913080474
600	0.4912419758
601	0.4911765884
602	0.4910904098
603	0.4909337696
604	0.4908282779
605	0.4907362612
606	0.4906075326
607	0.4905874037
608	0.4904812921
609	0.4903717743
610	0.4903204251
611	0.4902707001
612	0.4901642824
613	0.4900688856
614	0.4899901395
615	0.4899201336
616	0.4898011874
617	0.4897533835
618	0.4897023644
619	0.4896571201
620	0.4895348549
621	0.4894043529
622	0.4893158967
623	0.4892427875
624	0.4891212362
625	0.4890400373
626	0.4889236924
627	0.488859343
628	0.4888159874
629	0.4887344955
630	0.4886120053
631	0.4885654448
632	0.4885198046
633	0.4884654083
634	0.4884319859
635	0.4883023197
636	0.4881867657
637	0.4881095586
638	0.4879581954
639	0.4878583642
640	0.4877578456
641	0.4877208518
642	0.4876691504
643	0.4876216614
644	0.4875853407
645	0.4875135235
646	0.4873966269
647	0.4873026604
648	0.4872172758
649	0.4871635336
650	0.4871097031
651	0.487048204
652	0.4870146875
653	0.4869655017
654	0.4868658712
655	0.4868113262
656	0.4866891986
657	0.4866077983
658	0.4865392887
659	0.486469639
660	0.4864098832
661	0.4863448368
662	0.4862432455
663	0.4860863663
664	0.4859674403
665	0.4858986393
666	0.4856794257
667	0.4856073416
668	0.4855044495
669	0.4854258581
670	0.4853146324
671	0.4852428876
672	0.4852145058
673	0.4851577571
674	0.4850886199
675	0.4849811789
676	0.4848780877
677	0.4848552687
678	0.4848264654
679	0.4847653836
680	0.4846914244
681	0.4846042246
682	0.4845718133
683	0.4844858468
684	0.4843851777
685	0.4842850285
686	0.4842249214
687	0.4841382293
688	0.4840225553
689	0.4839791204
690	0.4838657005
691	0.4838190778
692	0.4837767385
693	0.483697321
694	0.4836390723
695	0.4835016593
696	0.4834587497
697	0.4833459682
698	0.4833207569
699	0.4832162556
700	0.4831618995
701	0.4831095045
702	0.4829013983
703	0.4828463634
704	0.4827861282
705	0.4824338384
706	0.4823321297
707	0.4822561192
708	0.482122639
709	0.4820426585
710	0.481948726
711	0.4818620832
712	0.4817615707
713	0.4817336394
714	0.48167883
715	0.4815256597
716	0.481406384
717	0.4813410883
718	0.4812428157
719	0.4811441026
720	0.4809768563
721	0.4808822622
722	0.4808347237
723	0.4807313629
724	0.4806978806
725	0.4805918819
726	0.4804778878
727	0.4803621318
728	0.4803521058
729	0.4803354633
730	0.4802841909
731	0.4802248778
732	0.480158394
733	0.480124942
734	0.4800936865
735	0.4799710475
736	0.4798176144
737	0.4797326095
738	0.479690066
739	0.479547344
740	0.4794497027
741	0.4793474285
742	0.4793080565
743	0.4792045177
744	0.4789896553
745	0.478964713
746	0.4789034148
747	0.4788269291
748	0.4787382669
749	0.4786586435
750	0.4785818042
751	0.4784921215
752	0.4784776057
753	0.4783206885
754	0.4782789829
755	0.4782483131
756	0.4780680985
757	0.4780035872
758	0.4779787385
759	0.4778702786
760	0.4777992864
761	0.4777438089
762	0.4776363417
763	0.4774919508
764	0.4773620387
765	0.4772984372
766	0.4772508736
767	0.4771696411
768	0.4770744569
769	0.477047693
770	0.4769166487
771	0.4768323303
772	0.4767603465
773	0.4767350342
774	0.4766750186
775	0.4766112242
776	0.4765624362
777	0.4764766302
778	0.4763296412
779	0.4762661398
780	0.4761084198
781	0.4760471617
782	0.475959409
783	0.4758590296
784	0.4757641997
785	0.4756450045
786	0.4756082486
787	0.4755392367
788	0.4755088498
789	0.475350715
790	0.4752178484
791	0.4751719314
792	0.4750851138
793	0.4750083491
794	0.4749365285
795	0.4748634855
796	0.47479618
797	0.4747100677
798	0.47466964
799	0.4746315098
800	0.4745876811
801	0.4744645576
802	0.4743971076
803	0.4743723313
804	0.4743103351
805	0.474254967
806	0.4741183395
807	0.4740680147
808	0.4739531399
809	0.4739010821
810	0.4737820297
811	0.4737122034
812	0.473632153
813	0.4735799426
814	0.4734046771
815	0.4733644888
816	0.4732880878
817	0.473265163
818	0.4731942584
819	0.4731133328
820	0.4730795824
821	0.472999623
822	0.4729357486
823	0.4728453317
824	0.4727680097
825	0.4726317804
826	0.4724910463
827	0.4724422621
828	0.4723392425
829	0.4722608215
830	0.472195171
831	0.4721357118
832	0.4720565756
833	0.4719596151
834	0.4718432657
835	0.4717281093
836	0.4716645093
837	0.4716228353
838	0.4715476756
839	0.4715194619
840	0.4714735333
841	0.4713879746
842	0.4713105437
843	0.4712147983
844	0.4710959504
845	0.4710072186
846	0.4709540083
847	0.4709282595
848	0.4708505284
849	0.4707495236
850	0.4706413598
851	0.470526015
852	0.4704846557
853	0.4704137574
854	0.470343353
855	0.4702331832
856	0.4701042483
857	0.4700538126
858	0.4699072143
859	0.4698071342
860	0.4696936468
861	0.4696676381
862	0.4695674477
863	0.4694537227
864	0.4694062728
865	0.4693545714
866	0.4693143181
867	0.4692156318
868	0.4691792458
869	0.4690036688
870	0.4689733044
871	0.4689140719
872	0.4687756869
873	0.4687114227
874	0.4685315653
875	0.4684732382
876	0.4683338176
877	0.4682052746
878	0.468088656
879	0.4680118098
880	0.4679456941
881	0.4679254651
882	0.4678632674
883	0.4677695624
884	0.4677180243
885	0.4676702612
886	0.4676046197
887	0.4675148303
888	0.4674052352
889	0.4673662754
890	0.4672178075
891	0.4671518765
892	0.4670708611
893	0.4670148373
894	0.4668613794
895	0.4668162155
896	0.4667655093
897	0.4667043834
898	0.4666657008
899	0.4666184502
900	0.4664929073
901	0.466407079
902	0.4663510553
903	0.4663041331
904	0.4662469724
905	0.4662132349
906	0.4661610791
907	0.4661030086
908	0.4660810169
909	0.4659641759
910	0.4659436243
911	0.4658627228
912	0.4657911825
913	0.4657662933
914	0.4657562086
915	0.4656688232
916	0.4656396672
917	0.4655571974
918	0.4654612582
919	0.4653618506
920	0.4653227873
921	0.4652218277
922	0.4650912257
923	0.4650331978
924	0.4649183224
925	0.4648688761
926	0.4647649282
927	0.4647273198
928	0.4646699814
929	0.4646158951
930	0.4645476419
931	0.4644723787
932	0.4644301711
933	0.4643625039
934	0.4643204899
935	0.4642744013
936	0.4642450857
937	0.4641126195
938	0.4640115339
939	0.4639670449
940	0.4639054638
941	0.4638474931
942	0.4638179861
943	0.4637668383
944	0.4636868783
945	0.4636517405
946	0.4635789576
947	0.4634973477
948	0.4634190671
949	0.4633738346
950	0.4633630139
951	0.4633124568
952	0.4632639146
953	0.4631736124
954	0.4631419508
955	0.4631118018
956	0.4630614633
957	0.4629992297
958	0.4628760092
959	0.4627888536
960	0.462713908
961	0.4626780263
962	0.4626398526
963	0.4625654402
964	0.4624702787
965	0.4623353147
966	0.4622517321
967	0.4622026644
968	0.4621621935
969	0.462064277
970	0.4619423452
971	0.4618697074
972	0.4617941977
973	0.4617505714
974	0.4617360757
975	0.4616496937
976	0.4615665589
977	0.4614904133
978	0.4614492403
979	0.461366618
980	0.4612899243
981	0.4611929857
982	0.4611630283
983	0.461074345
984	0.4610433665
985	0.4610043221
986	0.4609451095
987	0.4608810148
988	0.4608128065
989	0.4607716196
990	0.4607256892
991	0.4606700025
992	0.4605420687
993	0.460516545
994	0.4604828915
995	0.4603908207
996	0.4603027057
997	0.4601576333
998	0.460107811
999	0.4600269416
1000	0.4599262865
1001	0.4598297473
1002	0.4597127557
1003	0.4595415417
1004	0.4594297554
1005	0.4593527113
1006	0.4593061197
1007	0.4592321967
1008	0.4591194773
1009	0.459081148
1010	0.459015669
1011	0.458963102
1012	0.4588986124
1013	0.4587849825
1014	0.4587420439
1015	0.4586852738
1016	0.4586137571
1017	0.4585760439
1018	0.4585402051
1019	0.4584625702
1020	0.4584194034
1021	0.4583159104
1022	0.4581558379
1023	0.4580400753
1024	0.4579661567
1025	0.4579146019
1026	0.4578644111
1027	0.4578203272
1028	0.4576775669
1029	0.4576249966
1030	0.4575668577
1031	0.4575356052
1032	0.4574844276
1033	0.4574379244
1034	0.4573609395
1035	0.4573168397
1036	0.4572956628
1037	0.4572594573
1038	0.4572031883
1039	0.4571325051
1040	0.457033849
1041	0.4569651737
1042	0.4569242756
1043	0.4569097306
1044	0.4568823423
1045	0.4567588245
1046	0.4566972257
1047	0.4566628064
1048	0.4566299381
1049	0.4565709411
1050	0.4565012285
1051	0.4564270366
1052	0.4563672052
1053	0.456346544
1054	0.4563248173
1055	0.4562256868
1056	0.4561532137
1057	0.4560706494
1058	0.4559490019
1059	0.4558736335
1060	0.4557939978
1061	0.4557508116
1062	0.4557242137
1063	0.4556789246
1064	0.4556557664
1065	0.455595356
1066	0.455434376
1067	0.4553190256
1068	0.4551694378
1069	0.4551095511
1070	0.4549482535
1071	0.454863223
1072	0.4548445209
1073	0.4547359447
1074	0.4546625104
1075	0.4544516881
1076	0.4543046904
1077	0.4542527524
1078	0.4541823308
1079	0.4541165412
1080	0.4540488865
1081	0.4539751116
1082	0.4539049076
1083	0.4538633711
1084	0.4538032668
1085	0.4536916954
1086	0.4536734079
1087	0.453613083
1088	0.4535205089
1089	0.4534791673
1090	0.4533497384
1091	0.4532382447
1092	0.4531517111
1093	0.4530793749
1094	0.4529921284
1095	0.4529188785
1096	0.4528186112
1097	0.4527242639
1098	0.4525921686
1099	0.4525478831
1100	0.4524981998
1101	0.4524320968
1102	0.4523731815
1103	0.4523140409
1104	0.4522575246
1105	0.4521285711
1106	0.4520895985
1107	0.4520322014
1108	0.452006982
1109	0.4519382467
1110	0.4518848538
1111	0.4517477866
1112	0.4516592121
1113	0.451617049
1114	0.4515752825
1115	0.4514644036
1116	0.4514405571
1117	0.4513743525
1118	0.4512729062
1119	0.451196552
1120	0.4510958488
1121	0.4510341705
1122	0.4509482904
1123	0.4509029692
1124	0.4507695255
1125	0.450679285
1126	0.4506365344
1127	0.4506023588
1128	0.4505768873
1129	0.4505502252
1130	0.4504768366
1131	0.4504097084
1132	0.4503418756
1133	0.4503136782
1134	0.4502359542
1135	0.4501789945
1136	0.450126822
1137	0.4500508541
1138	0.4500025058
1139	0.4499177238
1140	0.4497540105
1141	0.4496914773
1142	0.4496170565
1143	0.4495764625
1144	0.4495186603
1145	0.4494551287
1146	0.4494182683
1147	0.4493762407
1148	0.4492983922
1149	0.4492751165
1150	0.4492185319
1151	0.4491289386
1152	0.4490842297
1153	0.4490510412
1154	0.4489746995
1155	0.4489466069
1156	0.4489172362
1157	0.4488223105
1158	0.4487371785
1159	0.4486829057
1160	0.4485451404
1161	0.4484785555
1162	0.4484361197
1163	0.4483870894
1164	0.4483179409
1165	0.44827631
1166	0.4482487753
1167	0.4481669845
1168	0.4480995045
1169	0.4479714707
1170	0.4479207806
1171	0.4478642477
1172	0.4478122395
1173	0.4477905719
1174	0.4476806979
1175	0.447620081
1176	0.4475381253
1177	0.4474894991
1178	0.4474126082
1179	0.4473724903
1180	0.4472852476
1181	0.4472506602
1182	0.4471741944
1183	0.4471106813
1184	0.4470695307
1185	0.4469859396
1186	0.4469534789
1187	0.4469022493
1188	0.4468587431
1189	0.4468037954
1190	0.4467591883
1191	0.4466716221
1192	0.4466085924
1193	0.4465637286
1194	0.4465128399
1195	0.4464167246
1196	0.4463230645
1197	0.446268341
1198	0.4462129814
1199	0.446096008
1200	0.4460523684
1201	0.4459919176
1202	0.4459533219
1203	0.445849026
1204	0.4457924099
1205	0.445764548
1206	0.4456857036
1207	0.4456666651
1208	0.4456157666
1209	0.4455141909
1210	0.4453705703
1211	0.4453396115
1212	0.4452705413
1213	0.4451805917
1214	0.4450945885
1215	0.4450736558
1216	0.4450182264
1217	0.4449532922
1218	0.4449088321
1219	0.4448763213
1220	0.4448539826
1221	0.4446839363
1222	0.4446324703
1223	0.4445585892
1224	0.4445041649
1225	0.444420555
1226	0.4443999531
1227	0.4443019561
1228	0.4442438782
1229	0.4442038334
1230	0.4441450971
1231	0.444119497
1232	0.4440472418
1233	0.444019672
1234	0.4439888656
1235	0.4439247925
1236	0.4438606757
1237	0.4438440682
1238	0.4437274217
1239	0.4436851447
1240	0.4436474094
1241	0.4435959699
1242	0.4435802059
1243	0.4435209778
1244	0.4434748583
1245	0.4434202396
1246	0.4433340865
1247	0.4433041534
1248	0.44322023
1249	0.4431523007
1250	0.4431188625
1251	0.443018628
1252	0.4429872706
1253	0.4428019756
1254	0.4427498159
1255	0.4427060126
1256	0.4426675133
1257	0.4426092411
1258	0.4425442426
1259	0.4424931596
1260	0.4423707907
1261	0.4422791224
1262	0.4422080015
1263	0.4421734819
1264	0.4420483953
1265	0.4420098195
1266	0.4419260255
1267	0.4418650328
1268	0.4418142135
1269	0.4417274109
1270	0.4416835417
1271	0.4416369657
1272	0.4415519345
1273	0.441469675
1274	0.4413876475
1275	0.4412816888
1276	0.4412072917
1277	0.4411776727
1278	0.4411339053
1279	0.4409881472
1280	0.4408670977
1281	0.4407869306
1282	0.4407295612
1283	0.440691672
1284	0.440608496
1285	0.4404874861
1286	0.4404704194
1287	0.4404380563
1288	0.4403847666
1289	0.4403368533
1290	0.4402962427
1291	0.4401664855
1292	0.440081862
1293	0.4400491762
1294	0.4400160808
1295	0.4399526018
1296	0.4399049767
1297	0.4397566458
1298	0.4396850084
1299	0.4395850212
1300	0.4394538705
1301	0.4394232696
1302	0.4393904715
1303	0.4392865301
1304	0.4392256193
1305	0.439190688
1306	0.4388906337
1307	0.4387987372
1308	0.4387446618
1309	0.4387180027
1310	0.4386731281
1311	0.4386018478
1312	0.4385260722
1313	0.4384932258
1314	0.4384596546
1315	0.4384211476
1316	0.4383341782
1317	0.4383016525
1318	0.4382029103
1319	0.4381077446
1320	0.4380631356
1321	0.4380111767
1322	0.4379252949
1323	0.4378727611
1324	0.4376937831
1325	0.4376046305
1326	0.4375524854
1327	0.4374679327
1328	0.4374555087
1329	0.4374365147
1330	0.4372926939
1331	0.4371964931
1332	0.437103649
1333	0.436944513
1334	0.4368464134
1335	0.4367390594
1336	0.4366347744
1337	0.4365733518
1338	0.436542937
1339	0.4364859242
1340	0.4363760994
1341	0.4362585992
1342	0.4361353158
1343	0.4360356099
1344	0.4359203858
1345	0.4358760321
1346	0.4358372424
1347	0.4357998018
1348	0.4357410008
1349	0.4356867527
1350	0.4356442652
1351	0.4355940814
1352	0.4355001319
1353	0.4354460229
1354	0.4353524254
1355	0.4353351371
1356	0.4352341362
1357	0.4351992875
1358	0.4351657288
1359	0.4351184631
1360	0.4350647266
1361	0.4350364426
1362	0.434978352
1363	0.4349180762
1364	0.4348742218
1365	0.4347389784
1366	0.434611537
1367	0.434526281
1368	0.4344949301
1369	0.4344426215
1370	0.4342147351
1371	0.4341263256
1372	0.4340946442
1373	0.433988306
1374	0.4339168706
1375	0.4338252237
1376	0.4337597057
1377	0.4336240456
1378	0.4335644896
1379	0.4335103019
1380	0.4334455469
1381	0.4333788566
1382	0.433298964
1383	0.4332062437
1384	0.4330516217
1385	0.4329810619
1386	0.4328976199
1387	0.4328435364
1388	0.4327983666
1389	0.4327126536
1390	0.4326794773
1391	0.4326247945
1392	0.4325663106
1393	0.4325284448
1394	0.4324565795
1395	0.4324012095
1396	0.4323736318
1397	0.4322876371
1398	0.4322220218
1399	0.4321312712
1400	0.4320812843
1401	0.4320407943
1402	0.4319607946
1403	0.4318786887
1404	0.4318465663
1405	0.4317819262
1406	0.4317148459
1407	0.4316454143
1408	0.4315980696
1409	0.431473137
1410	0.4313902868
1411	0.4313245294
1412	0.4312443599
1413	0.4311481753
1414	0.4311049487
1415	0.4310133937
1416	0.4309296031
1417	0.4308972598
1418	0.4308719719
1419	0.4308212288
1420	0.4307891512
1421	0.4307290513
1422	0.4307181275
1423	0.4306509824
1424	0.4305202174
1425	0.4303927088
1426	0.4303315527
1427	0.4302507927
1428	0.4302017272
1429	0.4301753773
1430	0.4301089723
1431	0.4300052828
1432	0.4299920549
1433	0.4298999946
1434	0.4298411971
1435	0.4297559212
1436	0.4296515948
1437	0.4295930316
1438	0.4295376443
1439	0.4293716525
1440	0.4293313525
1441	0.4293025027
1442	0.4292414391
1443	0.4291336508
1444	0.4290381273
1445	0.4290087705
1446	0.428999068
1447	0.4289150225
1448	0.4288695271
1449	0.4288065877
1450	0.4286988145
1451	0.428677147
1452	0.428540627
1453	0.4285048593
1454	0.4284332163
1455	0.4283809454
1456	0.4282878402
1457	0.4282451509
1458	0.4281659188
1459	0.4281151734
1460	0.4280507337
1461	0.4279898871
1462	0.4279486914
1463	0.4278978691
1464	0.4278043067
1465	0.4277319789
1466	0.4276727843
1467	0.4276123298
1468	0.4275534171
1469	0.4274696022
1470	0.4274163554
1471	0.4273361962
1472	0.427296801
1473	0.4272368361
1474	0.4271687216
1475	0.4271408807
1476	0.4270440245
1477	0.4269902469
1478	0.4269413815
1479	0.4269084598
1480	0.4268499225
1481	0.4267627449
1482	0.426730541
1483	0.4266389447
1484	0.4266222079
1485	0.4265180867
1486	0.4263798274
1487	0.4262810008
1488	0.4262319006
1489	0.4262099571
1490	0.4261770741
1491	0.4261068874
1492	0.4260645395
1493	0.4259940475
1494	0.4259324337
1495	0.4258861994
1496	0.425869969
1497	0.4258003902
1498	0.4256497823
1499	0.4256156037
1500	0.4254696687
1501	0.4253729226
1502	0.4252894999
1503	0.4252341826
1504	0.4251873822
1505	0.4251503714
1506	0.4250954989
1507	0.4250634737
1508	0.4250370547
1509	0.4250124326
1510	0.4249576676
1511	0.4249135017
